paper_title,paper_link,conference,year,repo_link,repo_star,last_update
Learning High Dynamic Range From Outdoor Panoramas,http://openaccess.thecvf.com/content_iccv_2017/html/Zhang_Learning_High_Dynamic_ICCV_2017_paper.html,ICCV,2017,https://github.com/jacenfox/ldr2hdr-public,26,2019-01-02
A Dirichlet Mixture Model of Hawkes Processes for Event Sequence Clustering,http://papers.nips.cc/paper/6734-a-dirichlet-mixture-model-of-hawkes-processes-for-event-sequence-clustering.pdf,NIPS,2017,https://github.com/HongtengXu/Hawkes-Process-Toolkit,24,2019-01-02
Multimodal Transfer: A Hierarchical Deep Convolutional Neural Network for Fast Artistic Style Transfer,http://openaccess.thecvf.com/content_cvpr_2017/html/Wang_Multimodal_Transfer_A_CVPR_2017_paper.html,CVPR,2017,https://github.com/fullfanta/multimodal_transfer,22,2019-01-02
Contrastive Learning for Image Captioning,http://papers.nips.cc/paper/6691-contrastive-learning-for-image-captioning.pdf,NIPS,2017,https://github.com/doubledaibo/clcaption_nips2017,26,2019-01-02
Graph-Cut RANSAC,http://openaccess.thecvf.com/content_cvpr_2018/papers/Barath_Graph-Cut_RANSAC_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/danini/graph-cut-ransac,32,2019-01-02
A Trilateral Weighted Sparse Coding Scheme for Real-World Image Denoising,http://openaccess.thecvf.com/content_ECCV_2018/html/XU_JUN_A_Trilateral_Weighted_ECCV_2018_paper.html,ECCV,2018,https://github.com/csjunxu/TWSC-ECCV2018,30,2019-01-02
Phrase Localization and Visual Relationship Detection With Comprehensive Image-Language Cues,http://openaccess.thecvf.com/content_iccv_2017/html/Plummer_Phrase_Localization_and_ICCV_2017_paper.html,ICCV,2017,https://github.com/BryanPlummer/pl-clc,27,2019-01-02
Conditional Image-to-Image Translation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Lin_Conditional_Image-to-Image_Translation_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/znxlwm/pytorch-Conditional-image-to-image-translation,25,2019-01-02
Learning to Promote Saliency Detectors,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zeng_Learning_to_Promote_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/zengxianyu/lps,21,2019-01-02
LF-Net: Learning Local Features from Images,https://arxiv.org/abs/1805.09662,NIPS,2018,https://github.com/vcg-uvic/lf-net-release,55,2019-01-02
Straight to Shapes: Real-Time Detection of Encoded Shapes,http://openaccess.thecvf.com/content_cvpr_2017/html/Jetley_Straight_to_Shapes_CVPR_2017_paper.html,CVPR,2017,https://github.com/torrvision/straighttoshapes,23,2019-01-02
Visualizing the Loss Landscape of Neural Nets,http://arxiv.org/abs/1712.09913v2,NIPS,2018,https://github.com/tomgoldstein/loss-landscape,724,2019-01-02
First Person Action Recognition Using Deep Learned Descriptors,http://openaccess.thecvf.com/content_cvpr_2016/html/Singh_First_Person_Action_CVPR_2016_paper.html,CVPR,2016,https://github.com/suriyasingh/EgoConvNet,21,2019-01-02
Exploring Disentangled Feature Representation Beyond Face Identification,http://openaccess.thecvf.com/content_cvpr_2018/papers/Liu_Exploring_Disentangled_Feature_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/sciencefans/D2AE-Face-Generator,29,2019-01-02
Between-Class Learning for Image Classification,http://openaccess.thecvf.com/content_cvpr_2018/papers/Tokozume_Between-Class_Learning_for_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/mil-tokyo/bc_learning_image,26,2019-01-02
CBMV: A Coalesced Bidirectional Matching Volume for Disparity Estimation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Batsos_CBMV_A_Coalesced_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/kbatsos/CBMV,25,2019-01-02
Dense Human Body Correspondences Using Convolutional Networks,http://openaccess.thecvf.com/content_cvpr_2016/html/Wei_Dense_Human_Body_CVPR_2016_paper.html,CVPR,2016,https://github.com/halimacc/DenseHumanBodyCorrespondences,27,2019-01-02
Hash Embeddings for Efficient Word Representations,http://papers.nips.cc/paper/7078-hash-embeddings-for-efficient-word-representations.pdf,NIPS,2017,https://github.com/dsv77/hashembedding/,21,2018-09-16
Exploiting Saliency for Object Segmentation From Image Level Labels,http://openaccess.thecvf.com/content_cvpr_2017/html/Oh_Exploiting_Saliency_for_CVPR_2017_paper.html,CVPR,2017,https://github.com/coallaoh/GuidedLabelling,24,2019-01-02
Improving Shape Deformation in Unsupervised Image-to-Image Translation,http://openaccess.thecvf.com/content_ECCV_2018/html/Aaron_Gokaslan_Improving_Shape_Deformation_ECCV_2018_paper.html,ECCV,2018,https://github.com/brownvc/ganimorph,33,2019-01-02
Variational Walkback: Learning a Transition Operator as a Stochastic Recurrent Net,http://papers.nips.cc/paper/7026-variational-walkback-learning-a-transition-operator-as-a-stochastic-recurrent-net.pdf,NIPS,2017,https://github.com/anirudh9119/walkback_nips17,23,2019-01-02
Eye In-Painting With Exemplar Generative Adversarial Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Dolhansky_Eye_In-Painting_With_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/zhangqianhui/Exemplar-GAN-Eye-Inpainting-Tensorflow,35,2019-01-02
EC-Net: an Edge-aware Point set Consolidation Network,http://openaccess.thecvf.com/content_ECCV_2018/html/Lequan_Yu_EC-Net_an_Edge-aware_ECCV_2018_paper.html,ECCV,2018,https://github.com/yulequan/EC-Net,27,2019-01-02
Asymmetric Tri-training for Unsupervised Domain Adaptation,http://proceedings.mlr.press/v70/saito17a.html,ICML,2017,https://github.com/vtddggg/ATDA,24,2019-01-02
Detecting Vanishing Points Using Global Image Context in a Non-Manhattan World,http://openaccess.thecvf.com/content_cvpr_2016/html/Zhai_Detecting_Vanishing_Points_CVPR_2016_paper.html,CVPR,2016,https://github.com/viibridges/gc-horizon-detector,22,2019-01-02
STD2P: RGBD Semantic Segmentation Using Spatio-Temporal Data-Driven Pooling,http://openaccess.thecvf.com/content_cvpr_2017/html/He_STD2P_RGBD_Semantic_CVPR_2017_paper.html,CVPR,2017,https://github.com/SSAW14/STD2P,22,2019-01-02
Deep Mean-Shift Priors for Image Restoration,http://papers.nips.cc/paper/6678-deep-mean-shift-priors-for-image-restoration.pdf,NIPS,2017,https://github.com/siavashBigdeli/DMSP,20,2019-01-02
Beyond Frontal Faces: Improving Person Recognition Using Multiple Cues,http://openaccess.thecvf.com/content_cvpr_2015/html/Zhang_Beyond_Frontal_Faces_2015_CVPR_paper.html,CVPR,2015,https://github.com/sciencefans/Beyond-Frontal-Faces,21,2019-01-02
SimplE Embedding for Link Prediction in Knowledge Graphs,http://arxiv.org/abs/1802.04868v1,NIPS,2018,https://github.com/Mehran-k/SimplE,42,2019-01-02
Learning Continuous Semantic Representations of Symbolic Expressions,http://proceedings.mlr.press/v70/allamanis17a.html,ICML,2017,https://github.com/mast-group/eqnet,22,2019-01-02
CondenseNet: An Efficient DenseNet Using Learned Group Convolutions,http://openaccess.thecvf.com/content_cvpr_2018/papers/Huang_CondenseNet_An_Efficient_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/markdtw/condensenet-tensorflow,22,2019-01-02
The Numerics of GANs,http://papers.nips.cc/paper/6779-the-numerics-of-gans.pdf,NIPS,2017,https://github.com/LMescheder/TheNumericsOfGANs,20,2019-01-02
Dense Captioning With Joint Inference and Visual Context,http://openaccess.thecvf.com/content_cvpr_2017/html/Yang_Dense_Captioning_With_CVPR_2017_paper.html,CVPR,2017,https://github.com/linjieyangsc/densecap,24,2019-01-02
Learning Convolutional Networks for Content-Weighted Image Compression,http://openaccess.thecvf.com/content_cvpr_2018/papers/Li_Learning_Convolutional_Networks_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/limuhit/ImageCompression,25,2019-01-02
SYQ: Learning Symmetric Quantization for Efficient Deep Neural Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Faraone_SYQ_Learning_Symmetric_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/julianfaraone/SYQ,24,2019-01-02
Weakly-Supervised Learning of Visual Relations,http://openaccess.thecvf.com/content_iccv_2017/html/Peyre_Weakly-Supervised_Learning_of_ICCV_2017_paper.html,ICCV,2017,https://github.com/jpeyre/unrel,20,2019-01-02
CSGNet: Neural Shape Parser for Constructive Solid Geometry,http://openaccess.thecvf.com/content_cvpr_2018/papers/Sharma_CSGNet_Neural_Shape_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/Hippogriff/CSGNet,21,2019-01-02
Towards Accurate Multi-Person Pose Estimation in the Wild,http://openaccess.thecvf.com/content_cvpr_2017/html/Papandreou_Towards_Accurate_Multi-Person_CVPR_2017_paper.html,CVPR,2017,https://github.com/hackiey/keypoints,30,2019-01-02
Improved Fusion of Visual and Language Representations by Dense Symmetric Co-Attention for Visual Question Answering,http://openaccess.thecvf.com/content_cvpr_2018/papers/Nguyen_Improved_Fusion_of_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/cvlab-tohoku/Dense-CoAttention-Network,33,2019-01-02
Real-time 'Actor-Critic' Tracking,http://openaccess.thecvf.com/content_ECCV_2018/html/Boyu_Chen_Real-time_Actor-Critic_Tracking_ECCV_2018_paper.html,ECCV,2018,https://github.com/bychen515/ACT,46,2019-01-02
Flow-Grounded Spatial-Temporal Video Prediction from Still Images,http://openaccess.thecvf.com/content_ECCV_2018/html/Yijun_Li_Flow-Grounded_Spatial-Temporal_Video_ECCV_2018_paper.html,ECCV,2018,https://github.com/Yijunmaverick/FlowGrounded-VideoPrediction,32,2019-01-02
Self-Consistent Trajectory Autoencoder: Hierarchical Reinforcement Learning with Trajectory Embeddings,http://proceedings.mlr.press/v80/co-reyes18a.html,ICML,2018,https://github.com/wyndwarrior/Sectar,29,2019-01-02
Dual Discriminator Generative Adversarial Nets,http://papers.nips.cc/paper/6860-dual-discriminator-generative-adversarial-nets.pdf,NIPS,2017,https://github.com/tund/D2GAN,23,2019-01-02
Partial Transfer Learning With Selective Adversarial Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Cao_Partial_Transfer_Learning_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/thuml/SAN,26,2019-01-02
Learning Single-View 3D Reconstruction with Limited Pose Supervision,http://openaccess.thecvf.com/content_ECCV_2018/html/Guandao_Yang_A_Unified_Framework_ECCV_2018_paper.html,ECCV,2018,https://github.com/stevenygd/3d-recon,33,2019-01-02
Cross-Modal Deep Variational Hand Pose Estimation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Spurr_Cross-Modal_Deep_Variational_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/spurra/vae-hands-3d,26,2019-01-02
Exploiting the Potential of Standard Convolutional Autoencoders for Image Restoration by Evolutionary Search,http://proceedings.mlr.press/v80/suganuma18a.html,ICML,2018,https://github.com/sg-nm/Evolutionary-Autoencoders,23,2019-01-02
Long Short-Term Memory Kalman Filters: Recurrent Neural Estimators for Pose Regularization,http://openaccess.thecvf.com/content_iccv_2017/html/Coskun_Long_Short-Term_Memory_ICCV_2017_paper.html,ICCV,2017,https://github.com/Seleucia/lstmkf_ICCV2017,24,2019-01-02
Speaker-Follower Models for Vision-and-Language Navigation,https://arxiv.org/abs/1806.02724,NIPS,2018,https://github.com/ronghanghu/speaker_follower,33,2019-01-02
Learning Mid-level Filters for Person Re-identification,http://openaccess.thecvf.com/content_cvpr_2014/html/Zhao_Learning_Mid-level_Filters_2014_CVPR_paper.html,CVPR,2014,https://github.com/Robert0812/midfilter_reid,20,2019-01-02
Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation,http://openaccess.thecvf.com/content_ECCV_2018/html/Liang-Chieh_Chen_Encoder-Decoder_with_Atrous_ECCV_2018_paper.html,ECCV,2018,https://github.com/qixuxiang/deeplabv3plus,28,2019-01-02
Deep Growing Learning,http://openaccess.thecvf.com/content_iccv_2017/html/Wang_Deep_Growing_Learning_ICCV_2017_paper.html,ICCV,2017,https://github.com/QData/deep2Read,21,2019-01-02
When Unsupervised Domain Adaptation Meets Tensor Representations,http://openaccess.thecvf.com/content_iccv_2017/html/Lu_When_Unsupervised_Domain_ICCV_2017_paper.html,ICCV,2017,https://github.com/poppinace/TAISL,22,2019-01-02
DropoutNet: Addressing Cold Start in Recommender Systems,http://papers.nips.cc/paper/7081-dropoutnet-addressing-cold-start-in-recommender-systems.pdf,NIPS,2017,https://github.com/layer6ai-labs/DropoutNet,27,2019-01-02
Incremental Learning of Object Detectors Without Catastrophic Forgetting,http://openaccess.thecvf.com/content_iccv_2017/html/Shmelkov_Incremental_Learning_of_ICCV_2017_paper.html,ICCV,2017,https://github.com/kshmelkov/incremental_detectors,24,2019-01-02
Adversarial Feature Matching for Text Generation,http://proceedings.mlr.press/v70/zhang17b.html,ICML,2017,https://github.com/Jeff-HOU/UROP-Adversarial-Feature-Matching-for-Text-Generation,18,2019-01-02
Explicit Inductive Bias for Transfer Learning with Convolutional Networks,http://proceedings.mlr.press/v80/li18a.html,ICML,2018,https://github.com/holyseven/TransferLearningClassification,24,2019-01-02
Learning to Blend Photos,http://openaccess.thecvf.com/content_ECCV_2018/html/Wei-Chih_Hung_Learning_to_Blend_ECCV_2018_paper.html,ECCV,2018,https://github.com/hfslyc/LearnToBlend,42,2019-01-02
Open Set Domain Adaptation,http://openaccess.thecvf.com/content_iccv_2017/html/Busto_Open_Set_Domain_ICCV_2017_paper.html,ICCV,2017,https://github.com/Heliot7/open-set-da,25,2019-01-02
Learning to Pivot with Adversarial Networks,http://papers.nips.cc/paper/6699-learning-to-pivot-with-adversarial-networks.pdf,NIPS,2017,https://github.com/glouppe/paper-learning-to-pivot,21,2019-01-02
A Generative Adversarial Approach for Zero-Shot Learning From Noisy Texts,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zhu_A_Generative_Adversarial_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/EthanZhu90/ZSL_GAN_CVPR18,122,2019-01-02
Event-Based Visual Inertial Odometry,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhu_Event-Based_Visual_Inertial_CVPR_2017_paper.html,CVPR,2017,https://github.com/daniilidis-group/event_feature_tracking,27,2019-01-02
Hyperbolic Neural Networks,http://arxiv.org/abs/1805.09112v2,NIPS,2018,https://github.com/dalab/hyperbolic_nn,37,2019-01-02
LEGO: Learning Edge With Geometry All at Once by Watching Videos,http://openaccess.thecvf.com/content_cvpr_2018/papers/Yang_LEGO_Learning_Edge_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/zhenheny/LEGO,24,2019-01-02
Audio-Visual Event Localization in Unconstrained Videos,http://openaccess.thecvf.com/content_ECCV_2018/html/Yapeng_Tian_Audio-Visual_Event_Localization_ECCV_2018_paper.html,ECCV,2018,https://github.com/YapengTian/AVE-ECCV18,25,2019-01-02
Learning Dynamic Siamese Network for Visual Object Tracking,http://openaccess.thecvf.com/content_iccv_2017/html/Guo_Learning_Dynamic_Siamese_ICCV_2017_paper.html,ICCV,2017,https://github.com/tsingqguo/DSiam,21,2019-01-02
Structured Generative Adversarial Networks,http://papers.nips.cc/paper/6979-structured-generative-adversarial-networks.pdf,NIPS,2017,https://github.com/thudzj/StructuredGAN,19,2019-01-02
Neural Code Comprehension: A Learnable Representation of Code Semantics,http://arxiv.org/abs/1806.07336v2,NIPS,2018,https://github.com/spcl/ncc,35,2019-01-02
Im2Flow: Motion Hallucination From Static Images for Action Recognition,http://openaccess.thecvf.com/content_cvpr_2018/papers/Gao_Im2Flow_Motion_Hallucination_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/rhgao/Im2Flow,22,2019-01-02
Deep Reinforcement Learning of Marked Temporal Point Processes,http://arxiv.org/abs/1805.09360v1,NIPS,2018,https://github.com/Networks-Learning/tpprl,24,2019-01-02
Understanding Deep Features With Computer-Generated Imagery,http://openaccess.thecvf.com/content_iccv_2015/html/Aubry_Understanding_Deep_Features_ICCV_2015_paper.html,ICCV,2015,https://github.com/mathieuaubry/features_analysis,19,2019-01-02
Single Shot Scene Text Retrieval,http://openaccess.thecvf.com/content_ECCV_2018/html/Lluis_Gomez_Single_Shot_Scene_ECCV_2018_paper.html,ECCV,2018,https://github.com/lluisgomez/single-shot-str,29,2019-01-02
Deep Randomized Ensembles for Metric Learning,http://openaccess.thecvf.com/content_ECCV_2018/html/Hong_Xuan_Randomized_Ensemble_Embeddings_ECCV_2018_paper.html,ECCV,2018,https://github.com/littleredxh/DREML,30,2019-01-02
Image Super-Resolution Using Dense Skip Connections,http://openaccess.thecvf.com/content_iccv_2017/html/Tong_Image_Super-Resolution_Using_ICCV_2017_paper.html,ICCV,2017,https://github.com/kweisamx/TensorFlow-SR-DenseNet,22,2019-01-02
Hallucinated-IQA: No-Reference Image Quality Assessment via Adversarial Learning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Lin_Hallucinated-IQA_No-Reference_Image_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/kwanyeelin/HIQA,22,2019-01-02
Neural Architecture Search with Bayesian Optimisation and Optimal Transport,https://arxiv.org/abs/1802.07191,NIPS,2018,https://github.com/kirthevasank/nasbot,39,2019-01-02
Joint Gap Detection and Inpainting of Line Drawings,http://openaccess.thecvf.com/content_cvpr_2017/html/Sasaki_Joint_Gap_Detection_CVPR_2017_paper.html,CVPR,2017,https://github.com/kaidlc/CVPR2017_linedrawings,19,2019-01-02
Learning to Multitask,http://arxiv.org/abs/1805.07541v1,NIPS,2018,https://github.com/jfutoma/MGP-RNN,22,2019-01-02
Learning to Detect Sepsis with a Multitask Gaussian Process RNN Classifier,http://proceedings.mlr.press/v70/futoma17a.html,ICML,2017,https://github.com/jfutoma/MGP-RNN,22,2019-01-02
Combined Group and Exclusive Sparsity for Deep Neural Networks,http://proceedings.mlr.press/v70/yoon17a.html,ICML,2017,https://github.com/jaehong-yoon93/CGES,21,2019-01-02
Skeleton Key: Image Captioning by Skeleton-Attribute Decomposition,http://openaccess.thecvf.com/content_cvpr_2017/html/Wang_Skeleton_Key_Image_CVPR_2017_paper.html,CVPR,2017,https://github.com/feiyu1990/Skeleton-key,20,2019-01-02
Deep High Dynamic Range Imaging with Large Foreground Motions,http://openaccess.thecvf.com/content_ECCV_2018/html/Shangzhe_Wu_Deep_High_Dynamic_ECCV_2018_paper.html,ECCV,2018,https://github.com/elliottwu/DeepHDR,30,2019-01-02
Who Let the Dogs Out? Modeling Dog Behavior From Visual Data,http://openaccess.thecvf.com/content_cvpr_2018/papers/Ehsani_Who_Let_the_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ehsanik/dogTorch,27,2019-01-02
GraphBit: Bitwise Interaction Mining via Deep Reinforcement Learning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Duan_GraphBit_Bitwise_Interaction_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/duanyq14/GraphBit,20,2019-01-02
Stochastic Generative Hashing,http://proceedings.mlr.press/v70/dai17a.html,ICML,2017,https://github.com/doubling/Stochastic_Generative_Hashing,18,2019-01-02
Minimal Scene Descriptions from Structure from Motion Models,http://openaccess.thecvf.com/content_cvpr_2014/html/Cao_Minimal_Scene_Descriptions_2014_CVPR_paper.html,CVPR,2014,https://github.com/caosong/minimal_scene,22,2019-01-02
Context Selection for Embedding Models,http://papers.nips.cc/paper/7067-context-selection-for-embedding-models.pdf,NIPS,2017,https://github.com/blei-lab/context-selection-embedding,20,2019-01-02
HICO: A Benchmark for Recognizing Human-Object Interactions in Images,http://openaccess.thecvf.com/content_iccv_2015/html/Chao_HICO_A_Benchmark_ICCV_2015_paper.html,ICCV,2015,https://github.com/ywchao/hico_benchmark,18,2019-01-02
Fully Motion-Aware Network for Video Object Detection,http://openaccess.thecvf.com/content_ECCV_2018/html/Shiyao_Wang_Fully_Motion-Aware_Network_ECCV_2018_paper.html,ECCV,2018,https://github.com/wangshy31/MANet_for_Video_Object_Detection,41,2019-01-02
DualNet: Learn Complementary Features for Image Recognition,http://openaccess.thecvf.com/content_iccv_2017/html/Hou_DualNet_Learn_Complementary_ICCV_2017_paper.html,ICCV,2017,https://github.com/ustc-vim/dualnet,17,2019-01-02
PiCANet: Learning Pixel-Wise Contextual Attention for Saliency Detection,http://openaccess.thecvf.com/content_cvpr_2018/papers/Liu_PiCANet_Learning_Pixel-Wise_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/Ugness/PiCANet-Implementation,28,2019-01-02
A Bayesian Data Augmentation Approach for Learning Deep Models,http://papers.nips.cc/paper/6872-a-bayesian-data-augmentation-approach-for-learning-deep-models.pdf,NIPS,2017,https://github.com/toantm/keras-bda,18,2019-01-02
Attentive Semantic Video Generation Using Captions,http://openaccess.thecvf.com/content_iccv_2017/html/Marwah_Attentive_Semantic_Video_ICCV_2017_paper.html,ICCV,2017,https://github.com/Singularity42/cap2vid,18,2019-01-02
Diversity Regularized Spatiotemporal Attention for Video-Based Person Re-Identification,http://openaccess.thecvf.com/content_cvpr_2018/papers/Li_Diversity_Regularized_Spatiotemporal_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ShuangLI59/Diversity-Regularized-Spatiotemporal-Attention,25,2019-01-02
Accumulated Stability Voting: A Robust Descriptor From Descriptors of Multiple Scales,http://openaccess.thecvf.com/content_cvpr_2016/html/Yang_Accumulated_Stability_Voting_CVPR_2016_paper.html,CVPR,2016,https://github.com/shamangary/ASV,19,2019-01-02
PieAPP: Perceptual Image-Error Assessment Through Pairwise Preference,http://openaccess.thecvf.com/content_cvpr_2018/papers/Prashnani_PieAPP_Perceptual_Image-Error_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/prashnani/PerceptualImageError,36,2019-01-02
Link Prediction Based on Graph Neural Networks,http://arxiv.org/abs/1802.09691v2,NIPS,2018,https://github.com/muhanzhang/SEAL,41,2019-01-02
Multi-scale Residual Network for Image Super-Resolution,http://openaccess.thecvf.com/content_ECCV_2018/html/Juncheng_Li_Multi-scale_Residual_Network_ECCV_2018_paper.html,ECCV,2018,https://github.com/MIVRC/MSRN-PyTorch,41,2019-01-02
Learning Compact Geometric Features,http://openaccess.thecvf.com/content_iccv_2017/html/Khoury_Learning_Compact_Geometric_ICCV_2017_paper.html,ICCV,2017,https://github.com/marckhoury/CGF,19,2019-01-02
GeoDesc: Learning Local Descriptors by Integrating Geometry Constraints,http://openaccess.thecvf.com/content_ECCV_2018/html/Zixin_Luo_Learning_Local_Descriptors_ECCV_2018_paper.html,ECCV,2018,https://github.com/lzx551402/geodesc,32,2019-01-02
Fast Edge-Preserving PatchMatch for Large Displacement Optical Flow,http://openaccess.thecvf.com/content_cvpr_2014/html/Bao_Fast_Edge-Preserving_PatchMatch_2014_CVPR_paper.html,CVPR,2014,https://github.com/linchaobao/EPPM,18,2019-01-02
Scene Parsing With Global Context Embedding,http://openaccess.thecvf.com/content_iccv_2017/html/Hung_Scene_Parsing_With_ICCV_2017_paper.html,ICCV,2017,https://github.com/hfslyc/GCPNet,20,2019-01-02
DVAE#: Discrete Variational Autoencoders with Relaxed Boltzmann Priors,http://arxiv.org/abs/1805.07445v3,NIPS,2018,https://github.com/dojoteef/dvae,18,2019-01-02
Deep Metric Learning via Facility Location,http://openaccess.thecvf.com/content_cvpr_2017/html/Song_Deep_Metric_Learning_CVPR_2017_paper.html,CVPR,2017,https://github.com/CongWeilin/cluster-loss-tensorflow,20,2019-01-02
Proposal Flow,http://openaccess.thecvf.com/content_cvpr_2016/html/Ham_Proposal_Flow_CVPR_2016_paper.html,CVPR,2016,https://github.com/bsham/ProposalFlow,20,2019-01-02
Semantic Component Analysis,http://openaccess.thecvf.com/content_iccv_2015/html/Murdock_Semantic_Component_Analysis_ICCV_2015_paper.html,ICCV,2015,https://github.com/aubry74/visual-word2vec,17,2019-01-02
Learning Large-Scale Automatic Image Colorization,http://openaccess.thecvf.com/content_iccv_2015/html/Deshpande_Learning_Large-Scale_Automatic_ICCV_2015_paper.html,ICCV,2015,https://github.com/aditya12agd5/iccv15_lscolorization,17,2019-01-02
Predictive-Corrective Networks for Action Detection,http://openaccess.thecvf.com/content_cvpr_2017/html/Dave_Predictive-Corrective_Networks_for_CVPR_2017_paper.html,CVPR,2017,https://github.com/achalddave/predictive-corrective,18,2019-01-02
MDNet: A Semantically and Visually Interpretable Medical Image Diagnosis Network,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhang_MDNet_A_Semantically_CVPR_2017_paper.html,CVPR,2017,https://github.com/zizhaozhang/mdnet-cvpr2017,18,2019-01-02
Scale-Aware Alignment of Hierarchical Image Segmentation,http://openaccess.thecvf.com/content_cvpr_2016/html/Chen_Scale-Aware_Alignment_of_CVPR_2016_paper.html,CVPR,2016,https://github.com/yuhuayc/align-hier,20,2019-01-02
Dimensionality-Driven Learning with Noisy Labels,http://proceedings.mlr.press/v80/ma18d.html,ICML,2018,https://github.com/xingjunm/dimensionality-driven-learning,20,2019-01-02
Estimating Mutual Information for Discrete-Continuous Mixtures,http://papers.nips.cc/paper/7180-estimating-mutual-information-for-discrete-continuous-mixtures.pdf,NIPS,2017,https://github.com/wgao9/mixed_KSG,16,2019-01-02
Learning to Push the Limits of Efficient FFT-Based Image Deconvolution,http://openaccess.thecvf.com/content_iccv_2017/html/Kruse_Learning_to_Push_ICCV_2017_paper.html,ICCV,2017,https://github.com/uschmidt83/fourier-deconvolution-network,16,2019-01-02
Accuracy First: Selecting a Differential Privacy Level for Accuracy Constrained ERM,http://papers.nips.cc/paper/6850-accuracy-first-selecting-a-differential-privacy-level-for-accuracy-constrained-erm.pdf,NIPS,2017,https://github.com/steven7woo/Accuracy-First-Differential-Privacy,21,2019-01-02
Crowd Counting With Deep Negative Correlation Learning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Shi_Crowd_Counting_With_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/shizenglin/Deep-NCL,20,2019-01-02
Triplet Loss in Siamese Network for Object Tracking,http://openaccess.thecvf.com/content_ECCV_2018/html/Xingping_Dong_Triplet_Loss_with_ECCV_2018_paper.html,ECCV,2018,https://github.com/shenjianbing/TripletTracking,17,2019-01-02
Learning Generative ConvNets via Multi-Grid Modeling and Sampling,http://openaccess.thecvf.com/content_cvpr_2018/papers/Gao_Learning_Generative_ConvNets_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ruiqigao/Multigrid_learning,17,2019-01-02
Explainable Neural Computation via Stack Neural Module Networks,http://openaccess.thecvf.com/content_ECCV_2018/html/Ronghang_Hu_Explainable_Neural_Computation_ECCV_2018_paper.html,ECCV,2018,https://github.com/ronghanghu/snmn,29,2019-01-02
FeaStNet: Feature-Steered Graph Convolutions for 3D Shape Analysis,http://openaccess.thecvf.com/content_cvpr_2018/papers/Verma_FeaStNet_Feature-Steered_Graph_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/nitika-verma/FeaStNet,18,2019-01-02
Deep Future Gaze: Gaze Anticipation on Egocentric Videos Using Adversarial Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhang_Deep_Future_Gaze_CVPR_2017_paper.html,CVPR,2017,https://github.com/Mengmi/deepfuturegaze_gan,17,2019-01-02
3D Steerable CNNs: Learning Rotationally Equivariant Features in Volumetric Data,https://arxiv.org/abs/1807.02547,NIPS,2018,https://github.com/mariogeiger/se3cnn,33,2019-01-02
FALKON: An Optimal Large Scale Kernel Method,http://papers.nips.cc/paper/6978-falkon-an-optimal-large-scale-kernel-method.pdf,NIPS,2017,https://github.com/LCSL/FALKON_paper,17,2019-01-02
Towards Faster Training of Global Covariance Pooling Networks by Iterative Matrix Square Root Normalization,http://openaccess.thecvf.com/content_cvpr_2018/papers/Li_Towards_Faster_Training_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/jiangtaoxie/fast-MPN-COV,40,2019-01-02
